id,success,tokenNum,teamSize,country,categories,overallrating,offered_ownership,enddate,startdate,tokenName,tokenPrice,tokenType,platform,acceptingCurrency,softcap,hardcap,whitepaper,video,socialMedia
885,0,5500000000,24,Singapore,Banking,3.2,0.55,"Sunday, 10 June, 2018","Sunday, 27 May, 2018",ACU,1 ACU = 0.01 USD,Stellar,Stellar,"USD, ETH, XLM",1,1,1,1,1
886,1,4,9,Cayman Islands,Entertainment,3.8,0.45,"Thursday, 5 April, 2018","Thursday, 15 March, 2018",PLAT,"1 ETH = 80,000 PLAT",ERC20,Ethereum,ETH,0,1,1,1,2
887,1,1500000000,13,Ukraine,"Business services,Platform",3.8,0.6,"Thursday, 30 November, 2017","Monday, 30 October, 2017",SNOV,1 SNOV = 0.01 USD,ERC20,Ethereum,ETH,0,1,1,1,0
888,1,225000000,14,UK,"Banking,Investment,Cryptocurrency",2.4,0.9,"Monday, 30 April, 2018","Friday, 2 March, 2018",ELP,1 ELP = 0.08 USD,ERC20,Ethereum,ETH,1,1,1,1,0
889,0,14000000,4,UK,"Cryptocurrency,Software",1.7,0.1,"Monday, 23 October, 2017","Friday, 20 October, 2017",​CYR​,,,,,0,0,1,0,0
890,0,45000000,15,South Korea,"Platform,Cryptocurrency,Smart Contract,Legal",3.7,0.2,"Wednesday, 31 January, 2018","Friday, 19 January, 2018",NPER,1 NPER = 0.2 USD,ERC20,Ethereum,"ETH, USD",1,1,1,0,0
891,1,500000000,19,British Virgin Islands,"Communication,Platform",3.1,0.53,"Thursday, 15 March, 2018","Thursday, 15 February, 2018",DRG,,ERC20,Ethereum,"ETH, BTC, USD",0,0,1,1,3
892,1,21760000,10,Russia,Other,2.4,0.68,"Friday, 10 November, 2017","Tuesday, 10 October, 2017",ALTOCAR,1 ALTOCAR = 1 USD,,Waves,"BTC, ETH, WAVES, XMR, AGR, DASH, LTC, ZEC, ETC",0,1,1,0,0
893,0,50000000,7,Netherlands,"Cryptocurrency,Internet,Platform",2.6,0.5,"Wednesday, 7 March, 2018","Wednesday, 7 February, 2018",RAVE,4000 RAVE = 1 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
894,0,200000000,11,Australia,"Software,Smart Contract,Retail,Platform,Cryptocurrency,Business services",3.5,0.6,"Friday, 11 May, 2018","Friday, 4 May, 2018",DTZ,1 DTZ= 0.0002 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
895,1,25000000,6,USA,"Banking,Business services,Cryptocurrency,Investment,Smart Contract",2.4,0.6,"Sunday, 25 March, 2018","Monday, 29 January, 2018",GFXT,1GFXT = 1 - 1.40 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,0,0
896,0,1000000,0,USA,Cryptocurrency,1.8,,"Sunday, 25 March, 2018","Tuesday, 16 January, 2018",ONN,1 ONN = 1 - 1.9 USD,,Scrypt,"ETH, BTC",0,0,1,0,0
897,0,0,7,Russia,"Cryptocurrency,Communication",2.7,0.45,"Friday, 1 June, 2018","Monday, 20 November, 2017",BMC,1 BMC = 0.075-0.15 USD,,Ethereum,"BTC, ETH",0,0,1,1,3
898,0,0,16,USA,"Platform,Electronics",2.3,,"Monday, 15 January, 2018","Monday, 25 December, 2017",OPO,1 OPO = 0.10 USD,,"Ethereum, Bitcoin",,0,0,1,1,0
899,0,5000000,3,Japan,Entertainment,2.4,0.5,"Tuesday, 3 April, 2018","Thursday, 25 January, 2018",WHS,1 WHS = 0.01 ETH,ERC20,Ethereum,"BTC, ETH",0,0,1,1,0
900,1,,4,Italy,Software,2.5,,"Monday, 15 May, 2017","Saturday, 15 April, 2017",CFT,,,Omni,BTC,1,0,1,0,1
901,0,4000000,3,India,Platform,1.8,0.75,"Sunday, 14 January, 2018","Friday, 15 December, 2017",HRBT,"1 ETH = 7,273 HRBTS",ERC20,Ethereum,ETH,1,1,1,0,0
902,1,70000000,18,Russia,"Real estate,Tourism",2.6,,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",IAM,1 IAM = 1 USD,ERC20,Ethereum,ETH,1,1,1,1,0
903,1,,2,UK,Entertainment,1.6,,"Wednesday, 21 March, 2018","Monday, 1 January, 2018",PRON,,ERC20,Ethereum,,1,1,1,0,0
904,1,400000000,23,Romania,"Cryptocurrency,Energy",3.7,0.8,"Tuesday, 23 January, 2018","Monday, 15 January, 2018",MWAT,1 MWAT = 0.1 USD,ERC20,Ethereum,"BTC, ETH, BCH, XRP, LTC",1,1,1,1,2
905,0,140000000,5,USA,Investment,2.7,0.7,"Sunday, 31 December, 2017","Monday, 2 October, 2017",XIC,1 XIC = 0.08 - 0.10 USD,ERC20,Ethereum,ETH,0,1,1,1,0
906,1,600000000,21,Hong Kong,"Art,Media",4,0.3,"Monday, 21 May, 2018","Monday, 7 May, 2018",LIKE,"1 ETH = 40,000 LIKE",ERC20,Ethereum,ETH,1,1,1,1,2
907,0,2000000,5,Greece,"Banking,Business services,Communication,Cryptocurrency,Platform,Smart Contract,Software",2.1,0.74,"Saturday, 31 March, 2018","Thursday, 1 March, 2018",MSG,"1 ETH = 15,000 MSG",ERC20,Ethereum,,0,0,1,0,0
908,0,21000000,11,UK,"Cryptocurrency,Business services,Internet,Platform,Retail,Smart Contract",3.9,0.54,"Wednesday, 11 April, 2018","Friday, 9 March, 2018",BLOC,1 BLOC = 0.000095 ETH,ERC20,Ethereum,"ETH, BTC, XRP, Various",1,1,1,1,3
909,0,70000000,6,Switzerland,"Other,Internet,Big Data,Smart Contract",2.3,0.7,"Friday, 8 June, 2018","Friday, 11 May, 2018",SVC,"1 ETH = 3,000 SVC",ERC20,Ethereum,ETH,0,1,1,0,0
910,1,2000000,6,Hong Kong,"Smart Contract,Platform,Cryptocurrency",3.8,0.18,"Saturday, 12 May, 2018","Thursday, 12 April, 2018",TEU,1 TEU = 0.0025 ETH,ERC20,Ethereum,"ETH, BTC",0,1,1,1,0
911,0,22222222,18,UK,"Cryptocurrency,Other",4.1,0.9,"Monday, 11 June, 2018","Monday, 16 April, 2018",AX1,1 AX1 = 0.80 USD,ERC20,Ethereum,ETH,1,1,1,1,0
912,1,50000000,22,Gibraltar,"Platform,Investment",3.7,0.5,"Friday, 13 April, 2018","Saturday, 17 March, 2018",CEDEX,1 ETH = 900 CEDEX,ERC20,Ethereum,"ETH, BTC, BCH, Fiat",0,1,1,1,0
913,1,1000,3,Netherlands,"Business services,Real estate",3,,"Wednesday, 28 June, 2017","Tuesday, 27 June, 2017",PBT,1 PBT = 3 BTC,,Waves,,0,1,1,1,2
914,0,2100000000,19,Belarus,"Cryptocurrency,Entertainment,Communication,Platform",2.9,0.7,"Friday, 20 April, 2018","Tuesday, 20 March, 2018",REXX,"1 ETH = 392,000 REXX",,Ethereum,ETH,1,1,1,1,0
915,1,,9,Germany,Cryptocurrency,2.3,,"Monday, 7 May, 2018","Saturday, 31 March, 2018",RBC,1 RBC = 0.523 ETH,ERC20,Ethereum,,,,,,
916,0,0,1,Virgin Islands,"Platform,Business services",2.6,,"Tuesday, 31 October, 2017","Friday, 1 September, 2017",DCL,1 DCL = 70 USD,ERC20,Ethereum,ETH,0,1,1,1,0
917,1,36009615,16,Switzerland,Cryptocurrency,4.1,0.43,"Saturday, 31 March, 2018","Saturday, 17 March, 2018",PKC,1 NEO = 150 PKC,NEP-5,NEO,"ETH, NEO",0,1,1,1,3
918,1,,8,USA,"Entertainment,Virtual Reality",2.5,0.6,"Sunday, 31 December, 2017","Friday, 8 December, 2017",Sigs,1 Sigs = 0.50 USD,ERC20,Ethereum,ETH,0,1,1,1,1
919,1,151250000,13,Canada,Platform,3.8,0.6,"Wednesday, 28 February, 2018","Thursday, 1 February, 2018",HUR,"5,500 HUR = 1 ETH",ERC20,Ethereum,"BTC, LTC, DASH, ETH, BTG, BCH",1,1,1,1,3
920,0,0,19,Russia,"Platform,Cryptocurrency,Investment,Entertainment,Software",3.6,0.62,"Sunday, 15 April, 2018","Thursday, 1 February, 2018",TPZ,1 TPZ = 0.5 USD,ERC20,Ethereum,ETH,1,1,1,1,0
921,1,,16,Russia,"Platform,Business services",4.2,0.75,"Tuesday, 28 November, 2017","Tuesday, 14 November, 2017",TBX,1 TBX = 1 USD,ERC20,Ethereum,"BTC, ETH",0,1,1,1,0
922,1,106000000,15,Malta,"Media,Internet,Cryptocurrency,Other,Platform",3.5,0.53,"Thursday, 5 April, 2018","Saturday, 10 March, 2018",THRT,1 THRT = 0.25 EUR,ERC20,Ethereum,"ETH, BTC, LTC,",0,1,1,1,2
923,1,45000000,5,Spain,Internet,2.6,,"Thursday, 28 September, 2017","Thursday, 7 September, 2017",INXT,300 INXT = 1 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
924,1,,10,Ukrain,Cryptocurrency,2,,"Monday, 16 April, 2018","Friday, 6 April, 2018",ACT,1 USD = 1 ACT,ERC20,Ethereum,ETH,0,1,1,1,0
925,1,,28,Japan,"Platform,Business services",1.5,0.55,"Monday, 6 November, 2017","Monday, 2 October, 2017",CMS,1 CMS = 1 USD,,,"BTC, ETH, XEM",0,0,1,0,0
926,1,8200000000,14,Poland,"Cryptocurrency,Platform,Smart Contract",4,0.82,"Monday, 21 May, 2018","Tuesday, 1 May, 2018",SIN,1 SIN = 0.000004 ETH,ERC20,Ethereum,"ETH, Fiat",1,1,1,0,0
927,0,350000000,8,UK,"Cryptocurrency,Energy,Platform",1.9,0.7,"Thursday, 7 June, 2018","Tuesday, 24 April, 2018",ARM,1 ARM = 0.00383 ETH,ERC20,Ethereum,,0,1,1,1,0
928,1,,7,Czech Republic,"Investment,Internet,Software",2.9,,"Sunday, 17 September, 2017","Friday, 18 August, 2017",ITT,1 ITT = 0.359365079365079 USD,ERC20,Ethereum,ETH,1,1,1,1,0
929,1,,18,British Virgin Islands,"Cryptocurrency,Artificial Intelligence,Investment,Platform,Smart Contract",3.9,0.51,"Friday, 20 April, 2018","Tuesday, 10 April, 2018",AUC,2000 AUC = 1 ETH,ERC20,Ethereum,ETH,1,1,1,1,2
930,1,200000000,0,Pakistan,Cryptocurrency,1.6,0.65,"Monday, 19 February, 2018","Saturday, 20 January, 2018",ARD,"1 ETH = 1,0000 ARD",ERC20,Ethereum,ETH,1,0,1,0,0
931,0,111,12,USA,Infrastructure,2.4,0.86,"Sunday, 27 May, 2018","Monday, 16 April, 2018",UCMG,1 UCMG = 0.5 USD,ERC20,Ethereum,"ETH, BTC, LTC",0,1,1,1,0
932,1,362,18,Malta,"Platform,Entertainment",4.1,0.4,"Wednesday, 16 May, 2018","Wednesday, 18 April, 2018",ABYSS,"1 ETH = 6,500 ABYSS",ERC20,Ethereum,"ETH, BNB",1,1,1,1,3
933,0,100000000,6,Indonesia,Platform,1.9,0.1,"Wednesday, 28 March, 2018","Tuesday, 28 November, 2017",LELE,1 LELE = 0.00002 BTC,,,"BTC, ETH, LTC, BTS, DOGE, DASH, NXT, STR, NEM, XRP",0,1,1,0,0
934,1,,32,Bulgaria,Investment,3.4,,"Wednesday, 31 January, 2018","Monday, 20 November, 2017",WIZ,1 WIZ = 1 USD,ERC20,Ethereum,"BTC, ETH",1,1,1,1,0
935,1,200000000,22,Singapore,"Banking,Business services",4.6,0.4,"Saturday, 10 March, 2018","Thursday, 1 March, 2018",SENC,1 SENC = 0.08 USD,ERC20,Ethereum,ETH,1,1,1,1,2
936,1,450000000,17,Brazil,"Platform,Cryptocurrency",3,0.79,"Thursday, 31 May, 2018","Sunday, 1 April, 2018",LNS,1 LNS = 0.15 - 0.30 USD,,Separate Blockchain,"BTC, ETH, LTC",1,1,1,1,2
937,1,1500000000,15,Belize,"Business services,Communication,Cryptocurrency,Media",4.8,0.38,"Thursday, 31 May, 2018","Thursday, 1 March, 2018",SHRP,1 SHRP = 0.00003 ETH,ERC20,Ethereum,"ETH, BTC, LTC, BCH, Dash",1,1,1,1,3
938,0,100000000,6,Russia,Health,2.3,,"Wednesday, 13 September, 2017","Sunday, 13 August, 2017",DFBT,1 ETH = 750 DFBT,,Waves,WAVES,0,1,1,1,0
939,1,8000000,14,Russia,"Cryptocurrency,Business services,Tourism",3.3,1,"Thursday, 1 March, 2018","Tuesday, 26 December, 2017",WTR,1 WTR = 0.05 USD,ERC20,Ethereum,"ETH, BTC, BCH",1,1,1,1,0
940,1,550000000,16,Canada,"Cryptocurrency,Platform,Banking",3.3,0.55,"Wednesday, 14 February, 2018","Wednesday, 31 January, 2018",STK,1 STK = 0.2 USD,,Ethereum,ETH,1,1,1,1,2
941,1,12500000,11,Singapore,"Cryptocurrency,Platform",3.1,,"Monday, 31 July, 2017","Tuesday, 13 June, 2017",FYN,100 FYN = 1 ETH,,Ethereum,ETH,0,1,1,1,3
942,1,1040000000,23,Malta,Banking,3,0.8,"Thursday, 31 May, 2018","Friday, 4 May, 2018",HOLD,1 HOLD = 0.00004 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
943,0,25000000,8,Russia,Retail,2.8,,"Monday, 11 September, 2017","Monday, 28 August, 2017",AHT,1 AHT = 0.15 - 0.40 USD,,Ethereum,"BTC, ETH, Fiat",1,1,1,0,0
944,1,,19,Malaysia,Cryptocurrency,1.4,,"Sunday, 31 December, 2017","Wednesday, 1 November, 2017",SPC,1 SPC = 0.48 USD,Hybrid (PoW/PoS),,,0,0,0,0,0
945,1,26400000,6,USA,"Investment,Platform,Cryptocurrency",3.4,0.88,"Friday, 20 October, 2017","Monday, 25 September, 2017",ASTRO,1 ASTRO = 1 USD,ERC20,Ethereum,ETH,0,1,1,0,1
946,0,0,5,Russia,"Cryptocurrency,Legal,Other",3.3,,"Thursday, 12 April, 2018","Thursday, 15 March, 2018",SNTR,,ERC20,Ethereum,ETH,0,0,1,1,2
947,0,36000000,2,USA,Health,2.1,0.85,"Thursday, 31 May, 2018","Sunday, 14 January, 2018",HPLUS,1 HPLUS = 0.05 - 0.40 USD,,,"ETH, BTC",0,1,1,1,0
948,1,70000000,0,UK,Casino & Gambling,1.8,,"Monday, 4 September, 2017","Monday, 7 August, 2017",,To be determined based on the capital raised,ERC23,Ethereum,"BTC, ETH, LTC",0,1,0,0,2
949,0,250500000,11,USA,"Business services,Real estate",2.4,0.57,"Monday, 30 April, 2018","Sunday, 1 April, 2018",STOW,1 STOW = 0.000035 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
950,1,9250000,18,Latvia,Electronics,4.4,0.55,"Sunday, 15 April, 2018","Thursday, 15 February, 2018",NODE,1 NODE = 1 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
951,0,0,24,USA,"Banking,Platform",3.3,0.5,"Monday, 11 June, 2018","Saturday, 21 April, 2018",UULA,1 UULA = 0.28 USD,Multichain,Multichain,ETH,1,1,1,1,3
952,0,0,13,Taiwan,"Platform,Business services",1.6,0.7,"Sunday, 21 January, 2018","Friday, 8 December, 2017",7SNC,1 ETH = 600 - 1000 7SNC,ERC20,Ethereum,"ETH, BTC, LTC, various",0,0,0,0,0
953,1,15000000,15,Russia,Entertainment,3.6,0.75,"Wednesday, 20 December, 2017","Tuesday, 7 November, 2017",LC,1 LC = 0.1 - 0.125 USD,ERC20,Ethereum,ETH,0,1,1,1,0
954,1,,10,Singapore,"Banking,Cryptocurrency",3.8,,"Saturday, 24 June, 2017","Saturday, 24 June, 2017",PAY,350 PAY = 1 ETH,ERC20,Ethereum,"BTC, ETH",0,1,1,1,3
955,0,7000000,3,Belize,Cryptocurrency,2,,"Thursday, 31 August, 2017","Tuesday, 1 August, 2017",BITSD,1 ETH = 330 BITSD,,,,0,1,1,1,0
956,1,,16,USA,"Platform,Infrastructure",2.8,,"Sunday, 31 December, 2017","Wednesday, 15 November, 2017",CHARG,1 ETH = 500 CHARG,,Ethereum,ETH,0,0,1,1,0
957,0,30000000,6,Singapore,"Cryptocurrency,Infrastructure,Electronics",2.7,0.75,"Sunday, 17 December, 2017","Monday, 27 November, 2017",GRD,,ERC20,Ethereum,"BTC, ETH",0,0,1,0,0
958,0,500000,9,India,"Charity,Business services,Investment,Smart Contract",2.4,0.05,"Saturday, 31 March, 2018","Friday, 2 March, 2018",LOVE,1 LOVE = 0.001 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
959,1,,6,India,"Platform,Business services",1.9,0.46,"Friday, 20 April, 2018","Friday, 1 December, 2017",MOVE,100 MOVE = 1 USD,,,BTC,1,1,1,0,0
960,1,,8,Russia,Casino & Gambling,3.8,,"Sunday, 11 March, 2018","Monday, 8 January, 2018",,"98,888 SPX = 1 ETH",ERC20,,"ETH, BTC",1,1,1,1,0
961,1,50000000,7,UK,"Banking,Cryptocurrency,Charity,Platform",3.1,,"Thursday, 15 March, 2018","Monday, 4 December, 2017",TKA,1 TKA = 1 USD,ERC20,Ethereum,,0,0,1,1,0
962,0,0,0,USA,"Artificial Intelligence,Big Data,Cryptocurrency,Sports,Tourism,Platform",1.6,,"Thursday, 8 February, 2018","Monday, 15 January, 2018",MCH,1 MCH = 0.88 USD,,Scrypt,,0,0,1,1,0
963,0,0,0,Belgium,"Banking,Investment,Platform",1,,"Thursday, 1 March, 2018","Thursday, 1 February, 2018",CBC,1 CBC = 0.72 - 1.21 USD,,Bitcoin,,0,0,1,1,0
964,1,200000000,11,Estonia,"Software,Platform",3.1,,"Friday, 21 July, 2017","Friday, 7 July, 2017",MSP,1 ETH = 5800 MSP,ERC20,Ethereum,ETH,0,0,1,0,0
965,0,23000000,6,USA,Platform,1.5,,"Saturday, 23 September, 2017","Saturday, 26 August, 2017",KARB,3500 KARB = 1 ETH<br>44000 KARB = 1 BTC,ERC20,Ethereum,"BTC, ETH",0,1,0,0,0
966,1,7,16,Russia,"Investment,Platform",3.3,0.7,"Saturday, 11 November, 2017","Wednesday, 20 September, 2017",MNTP,1 MNTP = 7.00 USD,ERC20,Ethereum,"BTC, ETH",0,1,1,1,0
967,0,1.00E+11,18,USA,"Entertainment,Communication,Platform",4,0.25,"Friday, 1 June, 2018","Monday, 26 March, 2018",ALX,,,,"BTC, ETH, Fiat",0,1,1,1,0
968,0,160000000,7,USA,"Entertainment,Platform",3,0.8,"Wednesday, 28 February, 2018","Monday, 1 January, 2018",SHVR,900-1300 SHVR = 1 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
969,1,68000000,19,Hong Kong,"Communication,Cryptocurrency,Electronics,Internet,Investment,Media,Real estate,Smart Contract,Software",4.1,0.68,"Thursday, 31 May, 2018","Wednesday, 16 May, 2018",FIXY NETWORK / FXY,1 FXY = 0.0002 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
970,0,15817083,10,Australia,"Platform,Cryptocurrency,Internet",3.6,0.55,"Friday, 8 June, 2018","Tuesday, 8 May, 2018",NU,1 NU = 0.002 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
971,1,,10,Hong Kong,"Communication,Cryptocurrency,Media,Platform",2.6,0.75,"Sunday, 4 March, 2018","Monday, 5 February, 2018",ONZ,1 ONZ = 0.0000037BTC,POW/POS,,BTC,1,1,1,1,0
972,0,180000000,10,USA,"Entertainment,Media,Software",2.7,0.6,"Monday, 21 May, 2018","Monday, 30 April, 2018",DPD,1 DPD = 0.07 USD,ERC644,Expanse,,,,,,
973,1,,4,UK,"Business services,Banking",3.3,0.51,"Tuesday, 28 November, 2017","Tuesday, 31 October, 2017",BON,1 ETH = 500 BON,ERC20,Ethereum,"ETH, BTC, LTC, DSH, ETC, BCH, XRP",0,1,1,1,0
974,1,37500000,14,Latin America,Investment,3,0.75,"Thursday, 15 March, 2018","Friday, 16 February, 2018",AUM,1 AUM = 0.75 USD,ERC223,Ethereum,ETH,1,1,1,0,0
975,0,0,14,USA,"Energy,Other",4,0.51,"Monday, 1 January, 2018","Friday, 1 December, 2017",CO2,210 CO2 = 1 ETH,ERC20,Ethereum,ETH,0,0,1,1,3
976,0,60000000,9,Hong Kong,"Platform,Software,Entertainment,Internet,Communication",3.5,0.5,"Tuesday, 26 December, 2017","Sunday, 26 November, 2017",HOMNI,1 ETH = 3000 HOMNI,ERC20,Ethereum,ETH,1,1,1,1,0
977,0,0,7,Australia,Platform,2.4,,"Monday, 11 September, 2017","Monday, 14 August, 2017",VENTANA,1 VENTANA = 0.35 USD,ERC20,Ethereum,,1,1,1,1,0
978,1,2500000000,12,USA,"Platform,Entertainment,Sports",3.5,0.5,"Monday, 12 March, 2018","Monday, 12 February, 2018",RFR,1 RFR = 0.01 USD,ERC20,Ethereum,,0,0,1,0,2
979,1,200000000,5,Czech Republic,Banking,4,0.65,"Monday, 30 April, 2018","Monday, 15 January, 2018",SFU,1 SFU = 0.0001 BTC,ERC20,Ethereum,"BTC, ETH, LTC, DOGE, Fiat",1,1,1,1,0
980,1,,15,Indonesia,Business services,3.1,,"Sunday, 15 April, 2018","Thursday, 15 February, 2018",FRAS,,,,,0,0,1,1,3
981,1,,4,USA,Energy,1.4,,"Thursday, 31 August, 2017","Tuesday, 1 August, 2017",EECoin,,,,,0,0,1,0,0
982,0,27500000000,21,Cayman Islands,Platform,3.3,0.28,"Friday, 8 June, 2018","Friday, 25 May, 2018",PLA,1 PLA = 0.0012 USD,VeChain,VeChain,VET,0,1,1,1,3
983,1,,8,Singapore,"Business services,Internet",3.6,,"Friday, 15 December, 2017","Wednesday, 15 November, 2017",AIX,1 ETH = 2300 AIX,ERC20,Ethereum,ETH,0,1,1,1,0
984,1,60000000,16,Belize,"Tourism,Infrastructure",3.9,0.6,"Monday, 30 October, 2017","Tuesday, 19 September, 2017",ARN,1 ARN = 0.5 USD,ERC20,Ethereum,"BTC, ETH",0,0,1,1,1
985,1,15000000,15,India & Australia,Platform,3.5,0.75,"Thursday, 31 May, 2018","Tuesday, 1 May, 2018",XOXO,1 XOXO = 2 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
986,0,300000000,13,Hong Kong,"Entertainment,Platform,Sports",2.3,,"Monday, 30 April, 2018","Monday, 16 April, 2018",MTC,1 MTC = 0.00015 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
987,0,90,7,Czech Republic,Real estate,2,0.9,"Sunday, 20 May, 2018","Thursday, 22 February, 2018",RCI,1 RCI = 0.50 USD,ERC20,Ethereum,"ETH, BTC, XRP, LTC",1,1,1,1,0
988,1,50000000,26,Canada,Cryptocurrency,3.6,,"Sunday, 29 October, 2017","Sunday, 1 October, 2017",FUEL,1 FUEL = 0.10 USD,ERC20,Ethereum,ETH,0,1,1,1,0
989,1,300000000,13,Hong Kong,"Retail,Platform",3.7,0.89,"Saturday, 31 March, 2018","Wednesday, 28 February, 2018",GES,"1 ETH = 10,000 GES",,Ethereum,ETH,0,1,1,1,0
990,0,0,17,Saint Lucia,"Cryptocurrency,Charity,Platform,Infrastructure",3.1,,"Thursday, 29 March, 2018","Tuesday, 27 February, 2018",AALM,1 ETH = 1000 AALM,ERC20,Ethereum,ETH,0,1,1,1,0
991,0,315000000,10,Canada,"Artificial Intelligence,Cryptocurrency,Platform",2.8,0.75,"Tuesday, 24 April, 2018","Sunday, 25 March, 2018",ROC,1 ROC = 0.00001 BTC,,New Blockchain,"BTC, ETH",1,1,1,1,0
992,0,36000000,13,Australia,Media,1.9,0.18,"Thursday, 15 March, 2018","Thursday, 15 February, 2018",PECUNIA,1 PECX = 0.02 ETH,Waves,Waves,ETH,0,1,1,0,0
993,1,260000000,10,Singapore,Infrastructure,2.5,,"Thursday, 17 May, 2018","Saturday, 7 April, 2018",JIO,1 JIO TOKEN = 0.30 USD,ERC20,Ethereum,ETH,1,1,1,0,0
994,1,50000000,14,Cyprus,"Banking,Cryptocurrency,Platform,Business services",3.4,0.85,"Monday, 5 February, 2018","Monday, 11 December, 2017",INSP,1 INSP = 1 USD,,,"ETH, BTC, Waves, NEM, BCH, LTC, Fiat",0,1,1,1,0
995,1,20000000,14,Estonia,"Platform,Cryptocurrency,Investment,Banking",3.6,0.9,"Wednesday, 14 February, 2018","Sunday, 26 November, 2017",CLT,1 CLT = 2 USD,ERC20,Ethereum,"BTC, ETH, LTC, Fiat",1,1,1,1,3
996,0,70000000,7,USA,"Banking,Cryptocurrency,Internet,Investment",2.4,0.7,"Tuesday, 1 May, 2018","Sunday, 1 April, 2018",CLX,1 CLX = 0.00009 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
997,0,300000000,17,Singapore,Platform,3.4,0.16,"Sunday, 10 June, 2018","Monday, 28 May, 2018",BBO,"1 ETH = 20,000 BBO",ERC20,Ethereum,ETH,0,1,1,1,0
998,0,3,0,Singapore,"Big Data,Business services,Internet,Platform,Software",1.8,0.3,"Saturday, 2 June, 2018","Sunday, 1 April, 2018",RCA,"1 ETH = 22,000 RCA",ERC20,Ethereum,"ETH, BTC",0,0,1,0,0
999,0,400000000,4,UAE,Real estate,2.9,0.7,"Wednesday, 16 May, 2018","Monday, 30 April, 2018",CNZ,1 CNZ = 0.0022 ETH,ERC20,Ethereum,,0,0,1,1,0
1000,1,240000000,14,Singapore,"Infrastructure,Communication",3.3,0.4,"Saturday, 27 January, 2018","Wednesday, 27 December, 2017",QLC,1 NEO = 400 QLC,,Ethereum,"ETH, NEO",0,1,1,1,3
1001,1,150000000,20,UK,"Manufacturing,Platform",2.3,,"Sunday, 11 February, 2018","Monday, 1 January, 2018",3DT,1 3DT = 0.40 USD,ERC20,,,0,0,1,1,0
1002,0,0,7,USA,"Infrastructure,Cryptocurrency,Business services,Banking,Investment,Platform,Smart Contract",3.4,0.85,"Saturday, 5 May, 2018","Thursday, 5 April, 2018",OWC,1 OWC = 0.90 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,3
1003,0,0,26,Singapore,"Banking,Cryptocurrency",3.7,,"Thursday, 30 November, 2017","Thursday, 2 November, 2017",PYN,1 ETH = 600 PYN,,Ethereum,ETH,0,1,1,1,3
1004,0,50000000,8,Canada,"Platform,Business services",2,,"Friday, 15 December, 2017","Tuesday, 31 October, 2017",PRTS,1 PRTS = 1 USD,ERC20,Ethereum,"BTC, ETH, Fiat",1,1,1,0,0
1005,1,3000000000,19,Thailand,"Infrastructure,Software,Retail",3.8,0.3,"Tuesday, 20 March, 2018","Sunday, 21 January, 2018",HTKN,1 HTKN = 0.10 USD,,Stellar,"BTC, ETH",1,1,1,1,0
1006,0,240000000,12,Lithuania,"Banking,Cryptocurrency",2.5,,"Friday, 22 December, 2017","Tuesday, 17 October, 2017",KVT,1 KVT = 1 USD,ERC20,Ethereum,"BTC, ETH",,,,,
1007,0,5000000,2,Russia,"Software,Platform",1.6,,"Tuesday, 21 November, 2017","Sunday, 22 October, 2017",SmartProgress Token,$0.1 = 1 SmartProgress Token,ERC20,,Fiat,0,1,1,0,0
1008,1,100000000,0,Costa Rica,Casino & Gambling,2.4,,"Friday, 15 September, 2017","Tuesday, 15 August, 2017",CSNO,To be determined based on the  capital raised,ERC223,Ethereum,"BTC, LTC, ETH, DOGE",1,1,1,0,2
1009,0,100000000,9,UK,Entertainment,1.9,0.5,"Wednesday, 28 February, 2018","Tuesday, 30 January, 2018",STUB,1 ETH = 200 STUB,,Ethereum,ETH,0,0,0,1,0
1010,1,20000000,11,Hong Kong,"Artificial Intelligence,Banking,Business services,Investment,Platform,Software",2.8,0.6,"Wednesday, 30 May, 2018","Thursday, 5 April, 2018",QPS,1 QPS = 0.0012 ETH,ERC20,Ethereum,"BTC, ETH",1,1,1,1,0
1011,1,1000000000,24,Switzerland,"Big Data,Communication,Cryptocurrency,Platform,Smart Contract",3.4,0.5,"Saturday, 17 March, 2018","Saturday, 24 February, 2018",VLD,1 VLD = 0.065 USD,ERC20,Ethereum,"ETH, BTC, USD",,,,,
1012,1,,8,Australia,"Cryptocurrency,Software",2.9,,"Thursday, 1 September, 2016","Thursday, 1 September, 2016",INCNT,6000 Incent = 1 BTC,,Waves,"BTC, Waves",0,0,1,1,0
